Date,Last Touch Channel,Visitor_ID,Visits
"October 26, 2020",Affiliates,3569480082952123474_5890838363287930714,1
"October 26, 2020",Affiliates,3682350454757124735_8748611902209266455,1
"October 26, 2020",Affiliates,3951852644143973195_5938050693320260405,1
"October 26, 2020",Affiliates,3986340147172753581_5197631644125391191,1
"October 26, 2020",Affiliates,4035260524981498203_3761192627159715342,1
"October 26, 2020",Affiliates,4046382150569608452_1354061498960193855,1
"October 26, 2020",Affiliates,40645266491256397_69696883846079158,1
"October 26, 2020",Affiliates,4343833094618471437_5932862003862195981,1
"October 26, 2020",Affiliates,4448233428836664995_8341549159680547033,1
"October 26, 2020",Affiliates,4579635618459540423_5389759434332396675,1
"October 26, 2020",Affiliates,4679295560274992334_8271551487090073468,1
"October 26, 2020",Affiliates,5521793984482484288_3162705739563854548,1
"October 26, 2020",Affiliates,5542608301587263723_3443496079997267225,1
"October 26, 2020",Affiliates,5601201279041915528_648589141325163101,1
"October 26, 2020",Affiliates,5750825071139046300_8809900659110311038,1
"October 26, 2020",Affiliates,5966567831783599149_3946566611686915518,1
"October 26, 2020",Affiliates,6141192062234394809_8247722690565533252,1
"October 26, 2020",Affiliates,6655754004838429822_5526653278044993186,1
"October 26, 2020",Affiliates,6658158431960701291_6683722812410916228,1
"October 26, 2020",Affiliates,7192093134752588839_5638329539252309600,1
"October 26, 2020",Affiliates,7263547446935187842_7741315225470642958,1
"October 26, 2020",Affiliates,7321565163621331029_61955389740690684,1
"October 26, 2020",Affiliates,7636199647410314935_5186314803257799879,1
"October 26, 2020",Affiliates,7909375282050403172_3813865983297312400,1
"October 26, 2020",Affiliates,804475449539003566_8672522385408335606,1
"October 26, 2020",Affiliates,8235166131704566610_7944348167345096447,1
"October 26, 2020",Affiliates,8437790132564616326_3684685773053199916,1
"October 26, 2020",Affiliates,8471197794611413819_4108555376743637008,1
"October 26, 2020",Affiliates,8476119487809244355_5866881392768852899,1
"October 26, 2020",Affiliates,8530521183433272044_552681823631571808,1
"October 26, 2020",Affiliates,9127862145838201257_5675217530920078901,1
"October 26, 2020",Direct,1015318554695017772_1194693411738790952,1
"October 26, 2020",Direct,1255705425884291734_8108045379308581839,1
"October 26, 2020",Direct,1519445207315813764_8425017701203060506,1
"October 26, 2020",Direct,2279397973075871015_6670056040460746549,1
"October 26, 2020",Direct,2335268189259906274_5330921198772420399,1
"October 26, 2020",Direct,2440195092080826006_6672005740019645596,1
"October 26, 2020",Direct,3049126344373978225_2558777597994146,1
"October 26, 2020",Direct,325044696877905270_6943811204146087938,1
"October 26, 2020",Direct,3567806969156503791_8358152681261829865,1
"October 26, 2020",Direct,3945379704014740823_587296242821485656,1
"October 26, 2020",Direct,4092544368404927175_8958995281814848948,1
"October 26, 2020",Direct,4425693600667011163_2316086140904875281,1
"October 26, 2020",Direct,4467634854660584436_7439481453263658445,1
"October 26, 2020",Direct,5375170304610355546_645819836148110628,1
"October 26, 2020",Direct,5892329151133259575_5949219782747354780,1
"October 26, 2020",Direct,595361746890798622_4997073032722853399,1
"October 26, 2020",Direct,6915729014246328307_2037510329274127983,1
"October 26, 2020",Direct,7522910807949054277_5801045425133265558,1
"October 26, 2020",Direct,7527564386340635845_4893336238725826626,1
"October 26, 2020",Direct,8273748769457025134_2708570121038079112,1
"October 26, 2020",Direct,8824698244467611943_3904180881510715695,1
"October 26, 2020",Direct,8924764585084227872_5500701860946860860,1
"October 26, 2020",Display,1191753980991329437_3931857509133782055,1
"October 26, 2020",Display,2380061114185259534_7037225755067071998,1
"October 26, 2020",Display,2496293630165189682_2123831346880224578,1
"October 26, 2020",Display,2981094901867007491_3730864261538764239,1
"October 26, 2020",Display,3879450336046355866_9105946629828039546,1
"October 26, 2020",Display,4047336286803249802_1235137708083883,1
"October 26, 2020",Display,5401045599662421522_8580647798425036644,1
"October 26, 2020",Display,726989438040450740_2122729524196007927,1
"October 26, 2020",Display,8035892146187348275_6053855480398289071,1
"October 26, 2020",Email,5242732044588275927_157050964927990797,1
"October 26, 2020",Email,7366353206484288854_5338968473888072117,1
"October 26, 2020",Email,905476188281913483_5535655956412920957,1
"October 26, 2020",Internal Referrer,1210742031676675183_1957098711969677414,1
"October 26, 2020",Internal Referrer,1509300854699604888_488176027362239590,1
"October 26, 2020",Internal Referrer,1656957999710234072_2350148196287785277,1
"October 26, 2020",Internal Referrer,1728446743659008882_3771554523184202517,1
"October 26, 2020",Internal Referrer,1824566472767300246_2050459930810708523,1
"October 26, 2020",Internal Referrer,1884212864629184731_5149370245938291609,1
"October 26, 2020",Internal Referrer,1921846580801357477_6519175300659246324,1
"October 26, 2020",Internal Referrer,2000126182908853765_5654804738047048975,1
"October 26, 2020",Internal Referrer,2470946798611787133_3124887836884924574,1
"October 26, 2020",Internal Referrer,2639198074433377839_5795932119210336960,1
"October 26, 2020",Internal Referrer,2814697366555411835_2683765310180526725,1
"October 26, 2020",Internal Referrer,3096402686829104406_8682212023455379495,1
"October 26, 2020",Internal Referrer,3109888042990818263_1771004735596444278,1
"October 26, 2020",Internal Referrer,3250954301385812999_4553108667068839470,1
"October 26, 2020",Internal Referrer,3441714606945112919_6167808688967771724,1
"October 26, 2020",Internal Referrer,3632460772307744398_7530521184766486383,1
"October 26, 2020",Internal Referrer,3691260641665165864_3811619884604463671,1
"October 26, 2020",Internal Referrer,373958229347804729_7996882802314917995,1
"October 26, 2020",Internal Referrer,3756785412482459057_5947379502261431022,1
"October 26, 2020",Internal Referrer,3789059158501745918_7424787639246051926,1
"October 26, 2020",Internal Referrer,3900025398564949633_8261825151867413918,1
"October 26, 2020",Internal Referrer,433301264290315060_7149471651646929099,1
"October 26, 2020",Internal Referrer,4373870242660661667_6169204204332525560,1
"October 26, 2020",Internal Referrer,4873182753199674484_2206705435694495264,1
"October 26, 2020",Internal Referrer,4989240479133278619_3305195922719969727,1
"October 26, 2020",Internal Referrer,5505171540721147964_5107945318108138980,1
"October 26, 2020",Internal Referrer,5517927978662629952_4935804157652108061,1
"October 26, 2020",Internal Referrer,5542127071154362074_7591252202355347239,1
"October 26, 2020",Internal Referrer,5611583255908125174_7311575045328448334,1
"October 26, 2020",Internal Referrer,5772578843937314702_4420283437149413297,1
"October 26, 2020",Internal Referrer,5891709090414921915_8582067246771992701,1
"October 26, 2020",Internal Referrer,6223707381402657971_4422246596529656870,1
"October 26, 2020",Internal Referrer,6343259619507358889_5397626769078864014,3
"October 26, 2020",Internal Referrer,6400093740974187091_8749176945324338241,1
"October 26, 2020",Internal Referrer,6423462008735589789_351403667768033703,1
"October 26, 2020",Internal Referrer,6438041598141000911_7600874108684756424,1
"October 26, 2020",Internal Referrer,6451139671867412296_5657575542505440023,1
"October 26, 2020",Internal Referrer,6734349090845835622_5231343583444592003,1
"October 26, 2020",Internal Referrer,6795591632845574886_4785894709856163285,1
"October 26, 2020",Internal Referrer,7023152727546669336_5876035070264762113,2
"October 26, 2020",Internal Referrer,7056097419473276917_4036489187635626330,1
"October 26, 2020",Internal Referrer,7306099535921686461_2551533640836170217,1
"October 26, 2020",Internal Referrer,7325921892153209342_5842884838363248315,1
"October 26, 2020",Internal Referrer,7484677629180548979_2184934435514350517,1
"October 26, 2020",Internal Referrer,7772141516918549031_3431366243265473643,1
"October 26, 2020",Internal Referrer,7821913911886551996_8711254106858272977,1
"October 26, 2020",Internal Referrer,7941058307595332731_9136749925020181137,1
"October 26, 2020",Internal Referrer,8338806675394677403_746253671199801165,1
"October 26, 2020",Internal Referrer,8621027965092691899_3391552980198017495,1
"October 26, 2020",Internal Referrer,8720919375332948103_1283569496980697601,1
"October 26, 2020",Internal Referrer,9055451169229877017_5748858435820332911,1
"October 26, 2020",Natural Search,1308882406058494328_8914163433029507227,1
"October 26, 2020",Natural Search,2277459014359401757_4458163101837779943,1
"October 26, 2020",Natural Search,2337045231708072968_1711586003843108317,1
"October 26, 2020",Natural Search,2813560549030021367_8874405333812784586,1
"October 26, 2020",Natural Search,3185710742474035026_7314074444911031655,1
"October 26, 2020",Natural Search,32261109815243672_4867820480745535535,1
"October 26, 2020",Natural Search,3419686319458642955_4533712276402112555,1
"October 26, 2020",Natural Search,3572940524930148410_1166182632761479973,1
"October 26, 2020",Natural Search,4671523411810643530_2050833230752565759,1
"October 26, 2020",Natural Search,4774209643520279740_2644191284977580017,1
"October 26, 2020",Natural Search,4797672792232421405_4845040995097102186,1
"October 26, 2020",Natural Search,5077571811169710200_8948198275009747124,1
"October 26, 2020",Natural Search,5086221793902933580_1168359247131665047,1
"October 26, 2020",Natural Search,5713379394632487019_8509733077038831972,1
"October 26, 2020",Natural Search,6041065157173272947_2205881511790296214,1
"October 26, 2020",Natural Search,6262607601382910678_974770726513249174,1
"October 26, 2020",Natural Search,6726203953208398698_1334601287491593254,1
"October 26, 2020",Natural Search,6752701300891081794_7545836724245787373,1
"October 26, 2020",Natural Search,6811088050237410158_961110736628373097,1
"October 26, 2020",Natural Search,749889350437133083_4486891287300515195,1
"October 26, 2020",Natural Search,7874271454175778609_4901764789232927624,1
"October 26, 2020",Natural Search,8206117133436404210_6978023646122163281,1
"October 26, 2020",Natural Search,8747643196574325563_1824852302064829484,1
"October 26, 2020",Natural Search,8803116783653638719_3949248133868382477,1
"October 26, 2020",Natural Search,8892475465551363495_39334606841442498,1
"October 26, 2020",Natural Search,892596775393102645_4080120919936546383,1
"October 26, 2020",Natural Search,8975595473509131396_5219971084176752973,1
"October 26, 2020",Other sources,1835813955397332179_3376928809707922531,1
"October 26, 2020",Other sources,1968701237453848144_7677971759442646159,1
"October 26, 2020",Other sources,2265072925514612760_5543799137760775938,1
"October 26, 2020",Paid Search,1617024120648662288_7348208464217296858,1
"October 26, 2020",Paid Search,2339064301887233172_5236255778695875552,1
"October 26, 2020",Paid Search,271501003596848762_6067333165612061125,1
"October 26, 2020",Paid Search,3132620621756217560_626612071691073520,1
"October 26, 2020",Paid Search,3589007835015545563_9163089406409006081,1
"October 26, 2020",Paid Search,438015165524955593_856265106230176924,1
"October 26, 2020",Paid Search,4656622419313408594_482938431493053042,1
"October 26, 2020",Paid Search,4880810470436505870_2828792533655155710,1
"October 26, 2020",Paid Search,5097834017173320676_5849480980940518367,1
"October 26, 2020",Paid Search,6091077187533506639_5029188671406988381,1
"October 26, 2020",Paid Search,7040858881952428227_1231129724903231514,1
"October 26, 2020",Paid Search,7310879527150554852_5745145673704846278,1
"October 26, 2020",Paid Search,7701892338643251963_2788746083901668930,1
"October 26, 2020",Paid Search,7990213057938168556_3676980632291187784,1
"October 26, 2020",Paid Search,8637141021605893117_5600688810082758912,1
"October 26, 2020",Paid Social Media,1655419701830679516_3614802987113132059,1
"October 26, 2020",Paid Social Media,1915498921385024444_5611414872678950670,1
"October 26, 2020",Paid Social Media,2130154992784154020_4688210534166511682,1
"October 26, 2020",Paid Social Media,2261393987097804619_6097505249474714218,1
"October 26, 2020",Paid Social Media,2378931354587800486_8155707543269174985,1
"October 26, 2020",Paid Social Media,2507733236491473910_3558034653391498155,1
"October 26, 2020",Paid Social Media,2629572455648879704_8208303321714766413,1
"October 26, 2020",Paid Social Media,274735692834052845_4712321996455345475,1
"October 26, 2020",Paid Social Media,3025992514553962352_2733946241217896234,1
"October 26, 2020",Paid Social Media,3115380827704013891_4478685673309154722,1
"October 26, 2020",Paid Social Media,3144681834318925201_7314938836633271279,1
"October 26, 2020",Paid Social Media,3372726956668899688_7138724439016379501,1
"October 26, 2020",Paid Social Media,388515601762885067_4073159227949388121,1
"October 26, 2020",Paid Social Media,3977775657326340684_6328428921058465989,1
"October 26, 2020",Paid Social Media,5023258216863420878_3493287319159339200,1
"October 26, 2020",Paid Social Media,5191957120026162502_1712806825382674802,1
"October 26, 2020",Paid Social Media,5247969747604038471_4555446238292980475,1
"October 26, 2020",Paid Social Media,5276108280839056870_7020121357236568878,1
"October 26, 2020",Paid Social Media,5766336155162437173_3038022340966779671,1
"October 26, 2020",Paid Social Media,5993608250886206301_2641709434587011304,1
"October 26, 2020",Paid Social Media,6390729512656302853_8250263365001041812,1
"October 26, 2020",Paid Social Media,6489411851215437543_3908988602034938820,1
"October 26, 2020",Paid Social Media,6520235859211735731_5181531080229641174,1
"October 26, 2020",Paid Social Media,67954246569407703_7597171235484696500,1
"October 26, 2020",Paid Social Media,7708122417748723491_5220201962061152368,1
"October 26, 2020",Paid Social Media,8038781922690124812_6999570058760727201,2
"October 26, 2020",Paid Social Media,8289310143621472333_4217030042188059461,1
"October 26, 2020",Paid Social Media,919912631543822778_321204715351730617,1
"October 26, 2020",Paid Social Media,926285234326389227_7319737036866171123,1
"October 27, 2020",Affiliates,1204928134827942070_2935192498140841282,1
"October 27, 2020",Affiliates,1232285341714140985_1721317435688237993,1
"October 27, 2020",Affiliates,165274342044615103_6107781940226513568,1
"October 27, 2020",Affiliates,2125768205147472081_1109564710351464014,1
"October 27, 2020",Affiliates,2526675753911710526_6114591818272093525,1
"October 27, 2020",Affiliates,3701581906728518465_1046038546638216379,1
"October 27, 2020",Affiliates,4013201161830965083_1155599608091254411,1
"October 27, 2020",Affiliates,4035260524981498203_3761192627159715342,1
"October 27, 2020",Affiliates,4077170223691776785_8232437059153142327,1
"October 27, 2020",Affiliates,415387927849758700_1702354761737073147,1
"October 27, 2020",Affiliates,4533071544463548008_6930386562893686547,1
"October 27, 2020",Affiliates,4943563407095854705_3758985792736157898,1
"October 27, 2020",Affiliates,50529562615198509_7774414478264017145,1
"October 27, 2020",Affiliates,5353848724174946066_8376191907780220381,1
"October 27, 2020",Affiliates,5584093534228470455_2374360637037908710,1
"October 27, 2020",Affiliates,6907205480904751375_6172308911781575519,1
"October 27, 2020",Affiliates,6937934604975904377_4896678218809153853,1
"October 27, 2020",Affiliates,7180009717521227061_3670966991592629660,1
"October 27, 2020",Affiliates,73314169701942526_5189191722145883560,1
"October 27, 2020",Affiliates,7372119154075735027_1727659351028431308,1
"October 27, 2020",Affiliates,8196358270269219820_1310305855255719198,1
"October 27, 2020",Affiliates,8204028838431511919_5546706162458414326,1
"October 27, 2020",Affiliates,872870381667581153_2621756813203023543,1
"October 27, 2020",Affiliates,8846966360308098194_899517739227241812,1
"October 27, 2020",Affiliates,8980746833183019845_7678019415017576230,1
"October 27, 2020",Direct,1498066182132672377_1158719683485220941,1
"October 27, 2020",Direct,1728521773448485931_8403512291117649692,1
"October 27, 2020",Direct,2685459698114616454_6840001682353303058,1
"October 27, 2020",Direct,3257914348354283350_5252501622515835141,1
"October 27, 2020",Direct,3439646864154161289_8407365226328771479,1
"October 27, 2020",Direct,3708518356517230611_8428007189767930832,1
"October 27, 2020",Direct,3891594742725023517_6314846007600953270,1
"October 27, 2020",Direct,4217625373145047855_4832845334829239566,1
"October 27, 2020",Direct,436100493490894797_8422475711561558647,1
"October 27, 2020",Direct,4934047404731896294_3223850001429400517,1
"October 27, 2020",Direct,5143537329050988855_184091891931608528,1
"October 27, 2020",Direct,5495380179268678526_2354713772322948239,1
"October 27, 2020",Direct,6279218367375935957_3171053913957968094,1
"October 27, 2020",Direct,6602794063199995521_3095109835903213648,1
"October 27, 2020",Direct,6741283714374638838_371266867992552616,1
"October 27, 2020",Direct,6754543575014667804_3936836338649140382,1
"October 27, 2020",Direct,6823422954699103062_8370114974622387224,1
"October 27, 2020",Direct,7143412991058122621_1285942812591665078,1
"October 27, 2020",Direct,7161468735012924737_3697447257475487180,1
"October 27, 2020",Direct,7288826868845367519_507642997707107011,1
"October 27, 2020",Direct,7428150265001587536_2074192059694656121,1
"October 27, 2020",Direct,7660752109074706670_5223952191566930779,1
"October 27, 2020",Direct,8001403892700724142_2613899148324516463,1
"October 27, 2020",Direct,8103541851679750081_608525909488126454,1
"October 27, 2020",Direct,8145268365550427421_4880291634014022250,1
"October 27, 2020",Direct,8157350718699379477_4801938426008080145,2
"October 27, 2020",Direct,8977436219163245473_513266132173136876,1
"October 27, 2020",Display,1652480102762100347_4528603052360461378,1
"October 27, 2020",Display,2590660395402352565_2400975270874471873,1
"October 27, 2020",Display,3142596358551821439_6647267046481930692,1
"October 27, 2020",Display,4050318199230425770_3410323564252619010,1
"October 27, 2020",Display,570952719495043440_7929274719570683056,1
"October 27, 2020",Display,576082992053243951_5062690871160215141,1
"October 27, 2020",Display,6090623386038306824_498065797760722302,1
"October 27, 2020",Display,6847058877936401383_2118948124166428648,1
"October 27, 2020",Display,7067124877478386763_3759951397449759398,1
"October 27, 2020",Display,7122762241947761662_782859582504566535,1
"October 27, 2020",Display,7743816058213436033_8637014309677376254,1
"October 27, 2020",Display,9017426583400423913_5393039309672174360,1
"October 27, 2020",Email,3476041906560992664_7412275621592758230,1
"October 27, 2020",Email,6914416155515600335_5405476423755564690,1
"October 27, 2020",Email,7463393665642014006_13375588299286241,1
"October 27, 2020",Internal Referrer,1117383349107191910_2803927356484975447,1
"October 27, 2020",Internal Referrer,1311149719298683922_1160914630728681160,1
"October 27, 2020",Internal Referrer,1370436329255842641_2490513406914827679,1
"October 27, 2020",Internal Referrer,1403337651823235342_7635479061169697447,1
"October 27, 2020",Internal Referrer,1413939375107307978_5657185528714656922,1
"October 27, 2020",Internal Referrer,1858750612216642439_906849508585870409,1
"October 27, 2020",Internal Referrer,1930268087242241402_514440438628905997,1
"October 27, 2020",Internal Referrer,2031315492681143317_120776703663236270,1
"October 27, 2020",Internal Referrer,2212644702696440907_1624780542043837999,1
"October 27, 2020",Internal Referrer,2233741568817097735_6848499491853128,1
"October 27, 2020",Internal Referrer,2431642456438058139_5711082996173930597,1
"October 27, 2020",Internal Referrer,2817616668854460593_5304063442772873253,1
"October 27, 2020",Internal Referrer,2840200490976971788_8329150444870981502,1
"October 27, 2020",Internal Referrer,3406850745386031868_7111286782153723121,1
"October 27, 2020",Internal Referrer,3809486535132862813_8526773330522142864,1
"October 27, 2020",Internal Referrer,4105492097451896937_8484989369045616980,1
"October 27, 2020",Internal Referrer,4213747102921742894_128427376525382634,1
"October 27, 2020",Internal Referrer,423011939584618042_7294993924053744202,1
"October 27, 2020",Internal Referrer,4436477740619925664_1289940138023455731,1
"October 27, 2020",Internal Referrer,4596759504245528872_5107097993801691343,1
"October 27, 2020",Internal Referrer,4618642955036346542_2715072406377751154,1
"October 27, 2020",Internal Referrer,4619317300504350104_2108031180363868185,1
"October 27, 2020",Internal Referrer,4626764123489219242_2370666530913396142,1
"October 27, 2020",Internal Referrer,4664478364229511500_4491609859434033120,1
"October 27, 2020",Internal Referrer,475701992746502278_4403728757573852933,1
"October 27, 2020",Internal Referrer,4871220109880456817_6078211481573159568,1
"October 27, 2020",Internal Referrer,4874696842626042006_2443038189989289748,1
"October 27, 2020",Internal Referrer,4959136545220937567_5702574025373816354,1
"October 27, 2020",Internal Referrer,5084267858327437703_3753717785126975103,1
"October 27, 2020",Internal Referrer,5550811132793618917_6807197857845432250,1
"October 27, 2020",Internal Referrer,5656083843034047244_7038510325319257278,1
"October 27, 2020",Internal Referrer,6041588027993274758_7049847868881047285,1
"October 27, 2020",Internal Referrer,6193383541654914189_4318243986145454009,1
"October 27, 2020",Internal Referrer,6275546539567143099_8354696072445392784,1
"October 27, 2020",Internal Referrer,633837093021701237_2446928400656766393,1
"October 27, 2020",Internal Referrer,6421352671709564431_7808238429790407187,1
"October 27, 2020",Internal Referrer,7487777572265115855_5653254454508438168,1
"October 27, 2020",Internal Referrer,753118417317886207_1048848319715399561,1
"October 27, 2020",Internal Referrer,7873723418239316288_4527989744661616559,1
"October 27, 2020",Internal Referrer,7950535277202625091_1944129129663315327,1
"October 27, 2020",Internal Referrer,820211608797221593_4193159091717952530,1
"October 27, 2020",Internal Referrer,8538658328529495367_3566189596699029429,1
"October 27, 2020",Internal Referrer,8556043369604036195_7374703225911329404,1
"October 27, 2020",Internal Referrer,8756602680379877387_8890864734084500773,1
"October 27, 2020",Internal Referrer,8906572576308653260_7875438287968524318,1
"October 27, 2020",Internal Referrer,9130812371961490396_4724583748899271547,1
"October 27, 2020",Internal Referrer,9215425588094526415_968168142862339860,1
"October 27, 2020",Natural Search,1133744444887872882_3984028184892512500,1
"October 27, 2020",Natural Search,1689207903494943304_6616770006397820337,1
"October 27, 2020",Natural Search,1704749316319562018_4332731260743394481,1
"October 27, 2020",Natural Search,1963179248563140908_3527358134765049514,1
"October 27, 2020",Natural Search,2186471330717981966_6432869750199972369,1
"October 27, 2020",Natural Search,2197641673752272496_7760720950682512592,1
"October 27, 2020",Natural Search,2218213747635655737_6422498013858578274,1
"October 27, 2020",Natural Search,2393808173085234034_2924972548925616604,1
"October 27, 2020",Natural Search,2415042196808389749_1799369740389446935,1
"October 27, 2020",Natural Search,2522596601420141089_3048644685535370580,1
"October 27, 2020",Natural Search,258855996458209058_22333674617888830,1
"October 27, 2020",Natural Search,2824453801378301696_5645744453943970336,1
"October 27, 2020",Natural Search,3218532115083969162_845678517177573387,1
"October 27, 2020",Natural Search,3636279476256485552_1420072918163210482,1
"October 27, 2020",Natural Search,4331185913254157252_262390395064937238,1
"October 27, 2020",Natural Search,46722206347280123_3414776240820281556,1
"October 27, 2020",Natural Search,4914153818279220639_2311725013858492964,1
"October 27, 2020",Natural Search,5250218291196224738_3728326981778677755,1
"October 27, 2020",Natural Search,5564188121750733659_6713565909088866674,1
"October 27, 2020",Natural Search,5594870023014675004_1215312233520198378,1
"October 27, 2020",Natural Search,6229984319213482992_4601363084439335620,1
"October 27, 2020",Natural Search,6272258491327824625_96815938929581977,1
"October 27, 2020",Natural Search,6332381857356793274_4924163801301636343,1
"October 27, 2020",Natural Search,644172217109892432_3202382105247605951,1
"October 27, 2020",Natural Search,659780237791241865_1075035024418231104,1
"October 27, 2020",Natural Search,6701568371472294325_7861807492398852554,1
"October 27, 2020",Natural Search,688997811442630899_4870790504162785174,1
"October 27, 2020",Natural Search,7170067242138272302_1905457784175224504,1
"October 27, 2020",Natural Search,7176296233405892754_1053535807561594336,1
"October 27, 2020",Natural Search,7475391255624926576_6373108472462995315,1
"October 27, 2020",Natural Search,7589858216928871365_1291074487467095145,1
"October 27, 2020",Natural Search,7622228895411289683_4193832757280685926,1
"October 27, 2020",Natural Search,7722364823444858845_4838677840016825128,1
"October 27, 2020",Natural Search,7775591789044714870_3828398988446577986,1
"October 27, 2020",Natural Search,8176260296829574309_4830377792923388863,1
"October 27, 2020",Natural Search,8327075675193821376_937701382547247435,1
"October 27, 2020",Natural Search,8587694392653728917_1804414714556532444,1
"October 27, 2020",Natural Search,9048292005734884837_5694480981310613356,1
"October 27, 2020",Other sources,6784522514253861244_1773895958538924277,1
"October 27, 2020",Other sources,9097900286775404512_2028961966160616625,1
"October 27, 2020",Paid Search,1216216952446165161_721957803179529078,1
"October 27, 2020",Paid Search,1247800153996755864_7860546764375620868,1
"October 27, 2020",Paid Search,1253270720021321188_6857391799442644160,1
"October 27, 2020",Paid Search,1852331566406125971_164540374574982252,1
"October 27, 2020",Paid Search,2006426422281123273_3689120411079223509,1
"October 27, 2020",Paid Search,2684816766146143447_1398068008341972486,1
"October 27, 2020",Paid Search,3128400271246870884_3339223938818877969,1
"October 27, 2020",Paid Search,3685662069716200627_5832357332622148304,1
"October 27, 2020",Paid Search,4064302825547163545_458441735073731631,1
"October 27, 2020",Paid Search,4803862307833672749_1186774573396137096,1
"October 27, 2020",Paid Search,5780290493879856051_4166388789476902746,1
"October 27, 2020",Paid Search,70826084867074213_6662041026757573761,1
"October 27, 2020",Paid Search,7105975968903907147_3448214687857768326,1
"October 27, 2020",Paid Search,7173616256082974440_1782950752973091882,1
"October 27, 2020",Paid Search,7805983630707979156_5648880267092858329,1
"October 27, 2020",Paid Search,8421121777977728645_5369522933554853823,1
"October 27, 2020",Paid Search,87784889825933124_7327205857581483093,1
"October 27, 2020",Paid Search,983117997404677_9048856457092892616,1
"October 27, 2020",Paid Social Media,1075329667801385473_8135600700523444878,1
"October 27, 2020",Paid Social Media,1240214860713409301_34444613044350136,1
"October 27, 2020",Paid Social Media,2129325387145196892_7962540310223960112,1
"October 27, 2020",Paid Social Media,2282723896609039430_2829564286617569207,1
"October 27, 2020",Paid Social Media,2660029291173316646_6948112088071796410,1
"October 27, 2020",Paid Social Media,2966561325533749605_3626204814037180682,1
"October 27, 2020",Paid Social Media,3883714624050537788_9127182662111894311,1
"October 27, 2020",Paid Social Media,4179118644147497546_510234457279091763,1
"October 27, 2020",Paid Social Media,4212545790303570431_6227989342532359748,1
"October 27, 2020",Paid Social Media,4255734723638462962_2331459797391549140,1
"October 27, 2020",Paid Social Media,5570680865626644822_3341220640979275526,1
"October 27, 2020",Paid Social Media,5992866521295995388_4484982877134214072,1
"October 27, 2020",Paid Social Media,600579315058597422_3428274710499660708,1
"October 27, 2020",Paid Social Media,6053791798257318285_5621632194915455024,1
"October 27, 2020",Paid Social Media,6372527332232321261_3608996004041917325,1
"October 27, 2020",Paid Social Media,6473175843460934797_3214473408784106732,1
"October 27, 2020",Paid Social Media,671148488217028174_2994810106746531368,1
"October 27, 2020",Paid Social Media,6719403139877983535_1489088512619232428,1
"October 27, 2020",Paid Social Media,6826936209297059256_6957872543831906473,1
"October 27, 2020",Paid Social Media,7010088443447569625_6668120046448153975,1
"October 27, 2020",Paid Social Media,7060182663429475553_6121370029740789811,1
"October 27, 2020",Paid Social Media,7256435987257758919_4029539698352192801,1
"October 27, 2020",Paid Social Media,7511858975252249082_5577460794993174875,1
"October 27, 2020",Paid Social Media,8992238984717448176_7557522193603156044,1
"October 27, 2020",Paid Social Media,9058523160522409461_1541114939251212370,1
"October 27, 2020",Paid Social Media,922928807214368723_2814830075201961140,1
"October 28, 2020",Affiliates,1011094420018533586_316981776627394195,1
"October 28, 2020",Affiliates,1104301964328985903_6639366854685793277,1
"October 28, 2020",Affiliates,1343109773667713180_8557524692858912255,1
"October 28, 2020",Affiliates,1594594063836360940_2559061880406569000,1
"October 28, 2020",Affiliates,1893405575026726936_7460773333101309645,1
"October 28, 2020",Affiliates,2281339488304003572_283082510054050075,1
"October 28, 2020",Affiliates,2905332625696484569_3527656651907487458,1
"October 28, 2020",Affiliates,3255313729847045593_3375795352042296714,1
"October 28, 2020",Affiliates,3267921491364243932_8508287517815742624,1
"October 28, 2020",Affiliates,4022709236183458647_1637516454886702942,1
"October 28, 2020",Affiliates,4311971416979493183_6249366262911740400,1
"October 28, 2020",Affiliates,4425381386131270046_5714982932830507294,1
"October 28, 2020",Affiliates,5298666007290510793_1751743129681686082,1
"October 28, 2020",Affiliates,5794215492517495981_5112494624054394199,1
"October 28, 2020",Affiliates,5966567831783599149_3946566611686915518,1
"October 28, 2020",Affiliates,6150148263622308183_3012094558697434364,1
"October 28, 2020",Affiliates,6344017765247431213_559063342959393192,1
"October 28, 2020",Affiliates,6344943316782242393_43804172405681006,1
"October 28, 2020",Affiliates,8601383487622684046_4074759125524082597,1
"October 28, 2020",Affiliates,973368541017457481_9126082831490563727,1
"October 28, 2020",Direct,1243425544153646798_1192203762148833862,1
"October 28, 2020",Direct,1954712832117585277_7827851141752715337,1
"October 28, 2020",Direct,2179989615619091073_853981009818375635,1
"October 28, 2020",Direct,248718771589567731_2244350470423557448,1
"October 28, 2020",Direct,2573533664366857508_7163964941688406608,1
"October 28, 2020",Direct,2771654794118507424_1256148573652492541,1
"October 28, 2020",Direct,3498689517971480579_1457627934027658666,1
"October 28, 2020",Direct,3868154207702847422_8819461777397914628,1
"October 28, 2020",Direct,4008830203759736911_3945655020244327081,1
"October 28, 2020",Direct,5124406016488470132_8990436050621458975,1
"October 28, 2020",Direct,5249477854732270194_775142959793320102,1
"October 28, 2020",Direct,6072702901611632476_5276895335877781336,1
"October 28, 2020",Direct,6165755642743142298_5439685371012968086,1
"October 28, 2020",Direct,6447160325883919445_1708820494544728179,1
"October 28, 2020",Direct,6890552739137277993_3738213161819410689,1
